Id,SepalLengthCm,SepalWidthCm,PetalLengthCm,PetalWidthCm,Species
2608,5.4,2.9,1.4,0.4,Iris-setosa
2609,5.1,3.4,1.5,0.3,Iris-setosa
2610,4.5,3.3,1.7,0.2,Iris-setosa
2611,4.9,3.2,1.4,0.2,Iris-setosa
2612,5.2,3.5,1.6,0.1,Iris-setosa
2613,4.9,3.3,1.5,0.2,Iris-setosa
2614,5.3,3.9,1.3,0.2,Iris-setosa
2615,4.8,4.4,1.4,0.4,Iris-setosa
2616,4.6,3.0,1.3,0.2,Iris-setosa
2617,4.9,3.1,1.3,0.4,Iris-setosa
2618,5.4,3.8,1.6,0.3,Iris-setosa
2619,4.8,3.1,1.5,0.1,Iris-setosa
2620,4.7,3.9,1.8,0.3,Iris-setosa
2621,5.4,3.3,1.2,0.3,Iris-setosa
2622,5.2,3.4,1.4,0.3,Iris-setosa
2623,4.7,3.1,1.3,0.3,Iris-setosa
2624,4.6,3.2,1.3,0.2,Iris-setosa
2625,4.5,3.5,1.7,0.3,Iris-setosa
2626,5.5,3.9,1.6,0.3,Iris-setosa
2627,5.0,3.7,1.4,0.0,Iris-setosa
2628,5.2,3.0,1.3,0.2,Iris-setosa
2629,5.0,2.9,1.5,0.3,Iris-setosa
2630,4.6,3.9,1.2,0.5,Iris-setosa
2631,4.9,3.5,1.1,0.2,Iris-setosa
2632,5.1,3.4,1.4,0.1,Iris-setosa
2633,5.4,3.4,1.7,0.2,Iris-setosa
2634,4.9,3.7,1.2,0.1,Iris-setosa
2635,5.4,3.0,1.1,0.4,Iris-setosa
2636,4.5,3.5,1.5,0.0,Iris-setosa
2637,4.9,3.6,1.5,0.3,Iris-setosa
2638,4.9,3.7,1.3,0.1,Iris-setosa
2639,4.5,2.9,1.6,0.1,Iris-setosa
2640,5.1,3.3,1.4,0.4,Iris-setosa
2641,4.9,3.7,1.5,0.2,Iris-setosa
2642,5.8,2.9,1.7,0.3,Iris-setosa
2643,4.8,4.0,1.1,0.2,Iris-setosa
2644,4.6,3.6,1.3,0.3,Iris-setosa
2645,4.9,3.2,1.5,0.2,Iris-setosa
2646,4.6,4.5,1.4,0.0,Iris-setosa
2647,4.7,2.9,1.6,0.3,Iris-setosa
2648,5.1,3.3,1.4,0.2,Iris-setosa
2649,5.0,3.7,1.5,0.3,Iris-setosa
2650,5.2,3.8,1.5,0.3,Iris-setosa
2651,5.4,3.2,1.3,0.1,Iris-setosa
2652,5.1,2.7,1.5,0.2,Iris-setosa
2653,5.4,3.2,1.4,0.4,Iris-setosa
2654,5.5,3.2,1.5,0.3,Iris-setosa
2655,5.1,3.3,1.7,0.0,Iris-setosa
2656,4.9,3.6,1.5,0.4,Iris-setosa
2657,5.4,3.3,1.7,0.2,Iris-setosa
2658,5.3,4.1,1.7,0.3,Iris-setosa
2659,4.9,2.8,1.5,0.1,Iris-setosa
2660,4.7,3.0,1.4,0.2,Iris-setosa
2661,5.1,3.2,1.6,0.2,Iris-setosa
2662,4.7,3.5,1.8,0.3,Iris-setosa
2663,4.9,2.8,1.4,0.3,Iris-setosa
2664,4.9,2.8,1.3,0.4,Iris-setosa
2665,5.5,3.1,1.6,0.1,Iris-setosa
2666,5.5,3.5,1.6,0.1,Iris-setosa
2667,5.2,3.4,1.6,0.3,Iris-setosa
2668,5.0,3.2,1.6,0.2,Iris-setosa
2669,4.7,3.1,1.2,0.2,Iris-setosa
2670,5.4,3.5,1.4,0.3,Iris-setosa
2671,4.7,3.5,1.4,0.3,Iris-setosa
2672,4.5,3.1,1.2,0.2,Iris-setosa
2673,5.4,3.2,1.4,0.3,Iris-setosa
2674,5.4,3.4,1.6,0.1,Iris-setosa
2675,5.5,4.2,1.6,0.0,Iris-setosa
2676,4.8,3.7,1.4,0.4,Iris-setosa
2677,5.2,3.1,1.5,0.1,Iris-setosa
2678,4.9,3.2,1.7,0.5,Iris-setosa
2679,4.5,2.7,1.4,0.1,Iris-setosa
2680,5.0,3.7,1.7,0.3,Iris-setosa
2681,4.9,2.7,1.5,0.3,Iris-setosa
2682,5.2,3.1,1.4,0.1,Iris-setosa
2683,4.2,3.0,1.2,0.3,Iris-setosa
2684,4.8,3.2,1.3,0.0,Iris-setosa
2685,5.5,3.0,1.4,0.1,Iris-setosa
2686,5.3,3.5,1.3,0.2,Iris-setosa
2687,5.6,3.4,1.4,0.1,Iris-setosa
2688,4.3,3.4,1.5,0.4,Iris-setosa
2689,4.2,3.0,1.4,0.2,Iris-setosa
2690,5.0,3.4,1.5,0.1,Iris-setosa
2691,5.3,3.6,1.4,0.4,Iris-setosa
2692,5.6,3.8,0.9,0.4,Iris-setosa
2693,5.3,4.2,1.7,0.4,Iris-setosa
2694,5.3,3.9,1.8,0.3,Iris-setosa
2695,4.5,3.3,1.5,0.3,Iris-setosa
2696,4.6,2.8,1.3,0.3,Iris-setosa
2697,5.6,3.8,1.6,0.2,Iris-setosa
2698,4.4,3.2,1.4,0.2,Iris-setosa
2699,5.0,3.6,1.6,0.2,Iris-setosa
2700,4.3,3.2,1.5,0.4,Iris-setosa
2701,4.8,3.6,1.5,0.2,Iris-setosa
2702,5.3,3.2,1.4,0.2,Iris-setosa
2703,4.8,3.6,1.3,0.3,Iris-setosa
2704,5.0,3.5,1.4,0.2,Iris-setosa
2705,5.0,3.5,1.5,0.4,Iris-setosa
2706,4.7,3.4,1.2,0.3,Iris-setosa
2707,4.6,3.3,1.4,0.3,Iris-setosa
2708,4.8,3.2,1.7,0.3,Iris-setosa
2709,4.8,3.3,1.7,0.2,Iris-setosa
2710,4.8,3.2,1.4,0.2,Iris-setosa
2711,4.6,3.0,1.3,0.3,Iris-setosa
2712,4.9,3.3,1.7,0.4,Iris-setosa
2713,4.9,3.2,1.3,0.3,Iris-setosa
2714,4.9,3.3,1.3,0.2,Iris-setosa
2715,5.1,2.9,1.6,0.2,Iris-setosa
2716,5.0,2.9,1.5,0.2,Iris-setosa
2717,5.0,4.0,1.5,0.2,Iris-setosa
2718,4.8,3.6,1.7,0.3,Iris-setosa
2719,5.2,3.7,1.7,0.0,Iris-setosa
2720,5.2,3.8,1.2,0.1,Iris-setosa
2721,4.7,3.1,1.4,0.3,Iris-setosa
2722,5.3,3.8,1.3,0.2,Iris-setosa
2723,5.5,3.7,1.5,0.3,Iris-setosa
2724,5.0,3.6,1.4,0.3,Iris-setosa
2725,4.5,3.2,1.3,0.2,Iris-setosa
2726,4.7,3.2,1.2,0.3,Iris-setosa
2727,5.0,2.8,1.3,0.3,Iris-setosa
2728,4.8,3.2,1.5,0.3,Iris-setosa
2729,4.5,3.6,1.3,0.2,Iris-setosa
2730,5.0,3.2,1.3,0.2,Iris-setosa
2731,5.6,2.9,1.8,0.2,Iris-setosa
2732,5.0,3.0,1.3,0.2,Iris-setosa
2733,4.6,3.3,1.4,0.4,Iris-setosa
2734,4.6,3.5,1.5,0.1,Iris-setosa
2735,5.2,3.3,1.0,0.3,Iris-setosa
2736,4.6,3.0,1.6,0.2,Iris-setosa
2737,5.3,3.9,1.4,0.3,Iris-setosa
2738,4.7,4.3,1.3,0.4,Iris-setosa
2739,5.3,3.5,1.3,0.2,Iris-setosa
2740,4.2,3.5,1.5,0.3,Iris-setosa
2741,4.0,2.9,1.3,0.3,Iris-setosa
2742,5.1,3.4,1.6,0.1,Iris-setosa
2743,5.2,3.6,1.5,0.2,Iris-setosa
2744,5.7,3.6,1.3,0.3,Iris-setosa
2745,5.3,3.2,1.7,0.3,Iris-setosa
2746,4.2,3.5,1.4,0.3,Iris-setosa
2747,5.3,3.5,1.8,0.2,Iris-setosa
2748,5.2,3.7,1.4,0.3,Iris-setosa
2749,4.8,3.3,1.2,0.3,Iris-setosa
2750,5.1,3.9,1.6,0.2,Iris-setosa
2751,4.6,3.6,1.7,0.3,Iris-setosa
2752,5.4,3.3,1.4,0.2,Iris-setosa
2753,5.0,3.4,1.5,0.2,Iris-setosa
2754,5.0,3.1,1.6,0.3,Iris-setosa
2755,4.9,3.1,1.2,0.4,Iris-setosa
2756,5.2,2.8,1.6,0.3,Iris-setosa
2757,5.0,4.0,1.5,0.1,Iris-setosa
2758,5.1,3.5,1.4,0.3,Iris-setosa
2759,4.4,3.8,1.3,0.1,Iris-setosa
2760,5.0,3.6,1.5,0.2,Iris-setosa
2761,4.8,3.0,1.4,0.4,Iris-setosa
2762,5.0,3.7,1.7,0.2,Iris-setosa
2763,4.9,4.2,1.7,0.1,Iris-setosa
2764,5.1,3.4,1.6,0.2,Iris-setosa
2765,4.7,3.2,1.4,0.3,Iris-setosa
2766,4.6,3.2,1.2,0.4,Iris-setosa
2767,5.5,3.3,1.4,0.3,Iris-setosa
2768,5.5,3.6,1.3,0.1,Iris-setosa
2769,4.6,3.4,1.4,0.3,Iris-setosa
2770,4.8,3.0,1.3,0.4,Iris-setosa
2771,5.3,4.1,1.6,0.2,Iris-setosa
2772,5.5,3.4,1.5,0.2,Iris-setosa
2773,4.0,4.0,1.5,0.3,Iris-setosa
2774,5.0,3.5,1.4,0.3,Iris-setosa
2775,4.5,3.5,1.6,0.2,Iris-setosa
2776,5.1,3.0,1.3,0.3,Iris-setosa
2777,5.2,2.7,1.6,0.2,Iris-setosa
2778,4.9,2.9,1.3,0.3,Iris-setosa
2779,5.0,3.3,1.4,0.3,Iris-setosa
2780,5.2,3.4,1.7,0.3,Iris-setosa
2781,5.2,3.4,1.6,0.3,Iris-setosa
2782,5.4,3.8,1.3,0.1,Iris-setosa
2783,4.8,3.8,1.2,0.3,Iris-setosa
2784,5.1,3.9,1.5,0.1,Iris-setosa
2785,4.7,3.0,1.4,0.2,Iris-setosa
2786,4.6,4.0,1.2,0.4,Iris-setosa
2787,5.4,3.8,1.3,0.3,Iris-setosa
2788,4.6,3.8,1.5,0.2,Iris-setosa
2789,4.6,2.5,1.3,0.4,Iris-setosa
2790,4.9,3.4,1.6,0.4,Iris-setosa
2791,5.5,3.0,1.1,0.5,Iris-setosa
2792,5.8,3.5,1.2,0.3,Iris-setosa
2793,5.0,3.4,1.6,0.3,Iris-setosa
2794,4.6,3.3,1.6,0.3,Iris-setosa
2795,5.1,3.8,1.4,0.3,Iris-setosa
2796,3.8,3.2,1.6,0.2,Iris-setosa
2797,4.8,3.0,1.6,0.3,Iris-setosa
2798,5.3,2.8,1.4,0.2,Iris-setosa
2799,4.9,3.2,1.4,0.3,Iris-setosa
2800,4.3,4.1,1.5,0.2,Iris-setosa
2801,5.3,2.9,1.3,0.2,Iris-setosa
2802,5.5,3.4,1.5,0.2,Iris-setosa
2803,5.2,4.1,1.6,0.2,Iris-setosa
2804,5.2,3.6,1.6,0.4,Iris-setosa
2805,5.4,3.4,1.6,0.2,Iris-setosa
2806,4.7,3.3,1.5,0.1,Iris-setosa
2807,5.3,2.4,1.9,0.4,Iris-setosa
2808,4.9,3.4,1.5,0.2,Iris-setosa
2809,5.1,3.4,1.4,0.3,Iris-setosa
2810,4.5,3.4,1.5,0.3,Iris-setosa
2811,4.9,3.9,1.4,0.3,Iris-setosa
2812,5.5,3.4,1.5,0.2,Iris-setosa
2813,5.4,3.3,1.7,0.2,Iris-setosa
2814,4.7,3.7,1.4,0.3,Iris-setosa
2815,4.0,3.4,1.4,0.1,Iris-setosa
2816,4.8,3.2,1.5,0.1,Iris-setosa
2817,5.1,3.9,1.5,0.3,Iris-setosa
2818,5.4,3.9,1.8,0.2,Iris-setosa
2819,4.8,3.7,1.6,0.3,Iris-setosa
2820,5.7,3.4,1.5,0.1,Iris-setosa
2821,5.8,3.3,1.4,0.2,Iris-setosa
2822,4.8,3.1,1.4,0.1,Iris-setosa
2823,4.7,4.2,1.6,0.3,Iris-setosa
2824,5.4,4.1,1.2,0.1,Iris-setosa
2825,4.7,3.2,1.4,0.2,Iris-setosa
2826,5.1,3.4,1.3,0.0,Iris-setosa
2827,4.7,3.2,1.4,0.1,Iris-setosa
2828,4.8,3.0,1.4,0.1,Iris-setosa
2829,4.7,2.9,1.4,0.2,Iris-setosa
2830,5.3,3.6,1.5,0.2,Iris-setosa
2831,5.1,3.7,1.5,0.4,Iris-setosa
2832,5.2,3.8,1.5,0.3,Iris-setosa
2833,4.7,3.2,1.5,0.3,Iris-setosa
2834,5.2,3.8,1.2,0.1,Iris-setosa
2835,5.1,3.1,2.1,0.3,Iris-setosa
2836,5.0,3.2,1.4,0.2,Iris-setosa
2837,5.0,3.2,1.4,0.4,Iris-setosa
2838,5.5,3.5,1.2,0.3,Iris-setosa
2839,5.6,3.9,1.6,0.4,Iris-setosa
2840,5.0,3.7,1.3,0.3,Iris-setosa
2841,5.5,3.2,1.3,0.3,Iris-setosa
2842,4.9,3.7,1.4,0.4,Iris-setosa
2843,4.6,3.9,1.3,0.1,Iris-setosa
2844,5.1,3.3,1.3,0.1,Iris-setosa
2845,5.0,3.8,1.6,0.3,Iris-setosa
2846,5.2,3.4,1.2,0.1,Iris-setosa
2847,4.9,3.4,1.6,0.3,Iris-setosa
2848,5.2,3.3,1.2,0.3,Iris-setosa
2849,5.2,2.5,1.3,0.2,Iris-setosa
2850,5.0,3.1,1.5,0.2,Iris-setosa
2851,4.9,3.1,1.4,0.1,Iris-setosa
2852,5.1,3.6,1.3,0.4,Iris-setosa
2853,4.9,4.0,1.4,0.0,Iris-setosa
2854,5.1,3.5,1.5,0.2,Iris-setosa
2855,5.0,3.2,1.4,0.3,Iris-setosa
2856,5.1,3.7,1.4,0.2,Iris-setosa
2857,4.6,3.3,0.9,0.2,Iris-setosa
2858,5.0,3.6,1.4,0.3,Iris-setosa
2859,4.2,3.4,1.2,0.1,Iris-setosa
2860,4.9,3.9,1.5,0.2,Iris-setosa
2861,5.0,3.1,1.4,0.3,Iris-setosa
2862,4.5,3.6,1.4,0.3,Iris-setosa
2863,5.3,2.8,1.4,0.2,Iris-setosa
2864,4.4,3.0,1.9,0.3,Iris-setosa
2865,5.7,3.7,1.3,0.2,Iris-setosa
2866,5.2,3.6,1.4,0.1,Iris-setosa
2867,6.2,3.4,1.4,0.3,Iris-setosa
2868,4.9,3.5,1.7,0.2,Iris-setosa
2869,4.6,3.4,1.4,0.4,Iris-setosa
2870,5.4,3.5,1.2,0.1,Iris-setosa
2871,5.0,3.5,1.4,0.2,Iris-setosa
2872,4.8,3.4,1.1,0.1,Iris-setosa
2873,4.8,3.9,1.3,0.3,Iris-setosa
2874,5.1,3.9,1.7,0.2,Iris-setosa
2875,4.8,3.2,1.4,0.2,Iris-setosa
2876,5.2,3.6,1.6,0.4,Iris-setosa
2877,5.7,3.5,1.7,0.2,Iris-setosa
2878,5.4,3.8,1.6,0.3,Iris-setosa
2879,4.8,2.9,1.5,0.4,Iris-setosa
2880,4.9,3.7,1.6,0.2,Iris-setosa
2881,5.5,2.3,1.3,0.1,Iris-setosa
2882,4.7,3.5,1.5,0.3,Iris-setosa
2883,5.2,3.1,1.3,0.3,Iris-setosa
2884,4.8,2.8,1.6,0.4,Iris-setosa
2885,5.6,3.5,1.6,0.4,Iris-setosa
2886,4.8,3.8,1.5,0.3,Iris-setosa
2887,5.1,3.9,1.5,0.1,Iris-setosa
2888,5.5,3.1,1.7,0.2,Iris-setosa
2889,5.4,3.9,1.5,0.3,Iris-setosa
2890,5.2,2.7,1.5,0.1,Iris-setosa
2891,5.1,3.0,1.3,0.4,Iris-setosa
2892,5.4,3.4,1.5,0.2,Iris-setosa
2893,5.2,3.2,1.6,0.2,Iris-setosa
2894,4.9,3.4,1.4,0.3,Iris-setosa
2895,4.8,3.6,1.7,0.2,Iris-setosa
2896,5.0,3.6,1.4,0.3,Iris-setosa
2897,5.2,3.8,1.4,0.1,Iris-setosa
2898,4.9,3.0,1.6,0.1,Iris-setosa
2899,5.8,3.9,1.5,0.3,Iris-setosa
2900,4.4,4.4,1.4,0.2,Iris-setosa
2901,4.4,3.6,1.3,0.3,Iris-setosa
2902,4.8,3.0,1.3,0.3,Iris-setosa
2903,4.6,3.1,1.6,0.5,Iris-setosa
2904,5.2,3.1,1.4,0.2,Iris-setosa
2905,4.9,3.8,1.5,0.3,Iris-setosa
2906,4.9,3.9,1.4,0.1,Iris-setosa
2907,5.8,2.7,1.3,0.2,Iris-setosa
2908,5.9,4.1,1.7,0.2,Iris-setosa
2909,5.9,3.6,1.6,0.3,Iris-setosa
2910,5.0,3.3,1.4,0.3,Iris-setosa
2911,5.1,3.4,1.7,0.0,Iris-setosa
2912,5.2,3.7,1.7,0.2,Iris-setosa
2913,5.1,3.8,1.7,0.2,Iris-setosa
2914,5.1,4.1,1.1,0.2,Iris-setosa
2915,5.5,3.8,1.6,0.2,Iris-setosa
2916,4.7,3.2,1.7,0.2,Iris-setosa
2917,5.0,3.1,1.6,0.2,Iris-setosa
2918,5.0,2.8,1.2,0.2,Iris-setosa
2919,4.5,4.2,1.1,0.2,Iris-setosa
2920,5.0,3.3,1.3,0.1,Iris-setosa
2921,4.7,3.3,1.8,0.3,Iris-setosa
2922,5.4,3.6,1.7,0.0,Iris-setosa
2923,4.9,3.9,1.4,0.4,Iris-setosa
2924,5.5,3.2,1.4,0.1,Iris-setosa
2925,4.8,2.9,1.5,0.1,Iris-setosa
2926,5.2,3.7,1.2,0.4,Iris-setosa
2927,5.2,3.7,1.3,0.3,Iris-setosa
2928,5.4,3.4,1.8,0.2,Iris-setosa
2929,5.4,3.5,1.6,0.1,Iris-setosa
2930,5.1,3.1,1.3,0.4,Iris-setosa
2931,4.9,3.0,1.4,0.1,Iris-setosa
2932,5.5,3.2,1.6,0.4,Iris-setosa
2933,4.8,3.6,1.3,0.5,Iris-setosa
2934,5.3,3.3,1.3,0.2,Iris-setosa
2935,4.9,4.2,1.3,0.3,Iris-setosa
2936,5.0,3.4,1.4,0.2,Iris-setosa
2937,5.3,3.7,1.5,0.0,Iris-setosa
2938,5.1,2.8,1.6,0.4,Iris-setosa
2939,4.7,3.3,1.4,0.4,Iris-setosa
2940,5.0,4.1,1.5,0.3,Iris-setosa
2941,5.0,3.7,1.2,0.3,Iris-setosa
2942,5.0,3.7,1.4,0.1,Iris-setosa
2943,5.0,3.0,1.1,0.3,Iris-setosa
2944,5.2,3.6,1.7,0.2,Iris-setosa
2945,4.5,3.4,1.4,0.2,Iris-setosa
2946,5.0,3.2,1.1,0.2,Iris-setosa
2947,4.6,3.5,1.4,0.4,Iris-setosa
2948,5.6,3.7,1.2,0.4,Iris-setosa
2949,5.6,3.4,1.7,0.2,Iris-setosa
2950,4.3,3.1,1.8,0.1,Iris-setosa
2951,5.0,3.4,1.4,0.2,Iris-setosa
2952,5.0,3.2,1.2,0.3,Iris-setosa
2953,5.4,3.7,1.3,0.1,Iris-setosa
2954,4.9,4.0,1.6,0.3,Iris-setosa
2955,5.3,3.6,1.5,0.3,Iris-setosa
2956,4.8,2.9,1.6,0.4,Iris-setosa
2957,4.6,3.7,1.8,0.2,Iris-setosa
2958,4.7,3.5,1.4,0.2,Iris-setosa
2959,5.2,2.8,1.2,0.2,Iris-setosa
2960,5.0,3.5,1.8,0.3,Iris-setosa
2961,5.2,3.0,1.6,0.2,Iris-setosa
2962,5.0,3.4,1.6,0.1,Iris-setosa
2963,4.2,3.3,1.5,0.3,Iris-setosa
2964,5.4,3.6,1.4,-0.0,Iris-setosa
2965,4.9,3.8,1.4,0.2,Iris-setosa
2966,5.2,3.0,1.6,0.4,Iris-setosa
2967,4.9,3.0,1.5,0.0,Iris-setosa
2968,5.1,3.6,1.8,0.2,Iris-setosa
2969,5.1,3.1,1.4,0.1,Iris-setosa
2970,4.9,3.3,1.5,0.2,Iris-setosa
2971,5.0,3.3,1.4,0.3,Iris-setosa
2972,5.0,3.7,1.4,0.2,Iris-setosa
2973,4.9,3.1,1.4,0.5,Iris-setosa
2974,4.7,3.3,1.4,0.2,Iris-setosa
2975,4.9,3.5,1.2,0.4,Iris-setosa
2976,5.2,2.9,1.1,0.1,Iris-setosa
2977,4.9,4.4,1.6,0.1,Iris-setosa
2978,4.8,3.4,1.5,0.1,Iris-setosa
2979,5.0,3.1,1.3,0.3,Iris-setosa
2980,5.3,3.7,1.6,0.2,Iris-setosa
2981,5.3,3.5,1.5,0.2,Iris-setosa
2982,4.8,3.4,1.9,0.3,Iris-setosa
2983,4.8,3.1,1.4,0.5,Iris-setosa
2984,4.9,3.8,1.4,0.3,Iris-setosa
2985,5.3,3.2,1.4,0.4,Iris-setosa
2986,5.4,3.7,1.6,0.3,Iris-setosa
2987,5.7,3.4,1.6,0.1,Iris-setosa
2988,4.7,3.0,1.7,-0.0,Iris-setosa
2989,4.9,2.3,1.3,0.2,Iris-setosa
2990,5.5,3.6,1.3,0.4,Iris-setosa
2991,5.0,3.4,1.3,0.1,Iris-setosa
2992,4.7,3.4,1.5,0.4,Iris-setosa
2993,5.1,2.4,1.5,0.1,Iris-setosa
2994,4.7,3.1,1.3,0.1,Iris-setosa
2995,5.1,2.9,1.5,0.5,Iris-setosa
2996,4.5,3.3,1.0,0.2,Iris-setosa
2997,5.2,3.7,1.5,0.3,Iris-setosa
2998,5.9,4.1,1.4,0.1,Iris-setosa
2999,4.9,3.1,1.5,0.1,Iris-setosa
3000,5.0,3.7,1.4,0.1,Iris-setosa
3001,5.4,2.7,1.4,0.2,Iris-setosa
3002,5.0,3.5,1.6,0.2,Iris-setosa
3003,4.9,3.3,1.4,0.3,Iris-setosa
3004,4.8,3.7,1.5,0.2,Iris-setosa
3005,5.2,3.1,1.6,0.3,Iris-setosa
3006,4.8,3.6,1.6,0.4,Iris-setosa
3007,5.3,3.6,1.3,0.5,Iris-setosa
3008,4.5,3.8,1.5,0.1,Iris-setosa
3009,5.0,3.4,1.7,0.2,Iris-setosa
3010,4.9,2.5,1.8,0.1,Iris-setosa
3011,5.1,3.4,1.4,0.3,Iris-setosa
3012,5.6,3.5,1.6,0.3,Iris-setosa
3013,5.4,3.2,1.7,0.4,Iris-setosa
3014,5.4,3.2,1.4,0.3,Iris-setosa
3015,4.5,4.0,1.5,0.3,Iris-setosa
3016,4.8,2.9,1.4,0.3,Iris-setosa
3017,5.2,3.5,1.5,0.2,Iris-setosa
3018,5.2,4.0,1.6,0.3,Iris-setosa
3019,5.1,2.8,1.3,0.3,Iris-setosa
3020,5.0,3.6,1.8,0.3,Iris-setosa
3021,5.4,3.5,1.3,0.2,Iris-setosa
3022,4.7,4.0,1.6,0.3,Iris-setosa
3023,5.4,2.6,1.6,0.1,Iris-setosa
3024,5.0,3.3,1.6,0.3,Iris-setosa
3025,5.5,3.2,1.6,0.3,Iris-setosa
3026,4.4,3.1,1.4,0.4,Iris-setosa
3027,5.2,3.0,1.4,0.5,Iris-setosa
3028,5.0,3.3,1.5,0.3,Iris-setosa
3029,4.8,3.6,1.4,0.3,Iris-setosa
3030,5.1,3.6,1.3,0.2,Iris-setosa
3031,5.3,3.4,1.5,0.2,Iris-setosa
3032,5.3,3.2,1.4,0.3,Iris-setosa
3033,5.4,3.2,1.8,0.3,Iris-setosa
3034,4.6,3.6,1.4,0.3,Iris-setosa
3035,5.0,3.4,1.3,0.4,Iris-setosa
3036,4.6,3.0,1.5,0.4,Iris-setosa
3037,4.9,3.7,1.7,0.3,Iris-setosa
3038,4.9,3.0,1.1,0.2,Iris-setosa
3039,5.4,3.0,1.6,0.1,Iris-setosa
3040,5.0,3.7,1.3,0.3,Iris-setosa
3041,4.9,3.7,1.5,0.3,Iris-setosa
3042,5.6,3.7,1.3,0.2,Iris-setosa
3043,5.0,3.4,1.9,0.3,Iris-setosa
3044,4.3,3.2,1.1,0.2,Iris-setosa
3045,4.3,3.1,1.2,0.3,Iris-setosa
3046,5.0,3.5,1.4,0.1,Iris-setosa
3047,5.2,4.2,1.5,0.2,Iris-setosa
3048,4.5,3.1,1.5,0.4,Iris-setosa
3049,5.1,3.7,1.6,0.3,Iris-setosa
3050,4.8,3.5,1.3,0.2,Iris-setosa
3051,5.1,4.1,1.2,0.3,Iris-setosa
3052,5.5,3.7,1.6,0.3,Iris-setosa
3053,5.5,3.0,1.2,0.2,Iris-setosa
3054,4.2,3.9,1.7,0.2,Iris-setosa
3055,4.9,3.4,1.5,0.3,Iris-setosa
3056,5.2,3.4,1.6,0.3,Iris-setosa
3057,4.8,3.9,1.2,0.2,Iris-setosa
3058,5.3,3.1,1.5,0.3,Iris-setosa
3059,4.7,3.4,1.4,0.2,Iris-setosa
3060,5.8,3.1,1.6,0.2,Iris-setosa
3061,4.6,3.5,1.6,0.3,Iris-setosa
3062,5.6,4.5,1.5,0.2,Iris-setosa
3063,5.2,3.3,1.6,0.1,Iris-setosa
3064,5.8,3.7,1.2,0.2,Iris-setosa
3065,5.3,3.9,1.2,0.3,Iris-setosa
3066,4.3,3.4,1.7,0.2,Iris-setosa
3067,4.5,3.5,1.4,0.3,Iris-setosa
3068,4.7,3.1,1.1,0.3,Iris-setosa
3069,4.9,3.0,1.5,0.4,Iris-setosa
3070,4.9,3.5,1.5,0.1,Iris-setosa
3071,5.7,3.2,1.6,0.3,Iris-setosa
3072,5.0,3.6,1.5,0.1,Iris-setosa
3073,4.9,3.2,1.4,0.1,Iris-setosa
3074,5.4,4.0,1.6,0.4,Iris-setosa
3075,4.9,3.2,1.3,0.3,Iris-setosa
3076,5.1,3.4,1.7,0.3,Iris-setosa
3077,4.7,3.2,1.6,0.4,Iris-setosa
3078,5.2,4.1,1.7,0.3,Iris-setosa
3079,4.7,2.9,1.4,0.3,Iris-setosa
3080,5.6,3.6,1.7,0.2,Iris-setosa
3081,5.2,3.7,1.1,0.2,Iris-setosa
3082,5.3,3.5,1.3,-0.0,Iris-setosa
3083,4.9,3.4,1.3,0.3,Iris-setosa
3084,5.2,3.7,1.1,0.1,Iris-setosa
3085,4.9,3.6,1.5,0.3,Iris-setosa
3086,4.9,3.3,1.3,0.3,Iris-setosa
3087,4.7,3.7,1.5,0.2,Iris-setosa
3088,4.8,2.9,1.4,0.2,Iris-setosa
3089,4.2,3.3,1.6,0.3,Iris-setosa
3090,4.8,3.4,1.4,0.3,Iris-setosa
3091,5.5,3.8,1.6,0.2,Iris-setosa
3092,5.3,2.8,1.4,0.3,Iris-setosa
3093,5.3,3.7,1.5,0.2,Iris-setosa
3094,5.2,3.1,1.3,0.3,Iris-setosa
3095,5.1,2.7,1.5,0.3,Iris-setosa
3096,5.0,4.3,1.3,0.2,Iris-setosa
3097,4.9,3.4,1.4,0.1,Iris-setosa
3098,4.8,3.4,1.7,0.5,Iris-setosa
3099,5.5,3.1,1.3,0.2,Iris-setosa
3100,5.6,3.4,1.2,0.2,Iris-setosa
3101,5.3,3.7,1.4,0.3,Iris-setosa
3102,4.2,3.5,1.6,0.2,Iris-setosa
3103,4.7,2.7,1.7,0.2,Iris-setosa
3104,5.1,3.6,1.7,0.2,Iris-setosa
3105,4.8,3.5,1.7,0.2,Iris-setosa
3106,4.7,2.8,1.3,0.3,Iris-setosa
3107,4.9,3.2,1.3,0.3,Iris-setosa
3108,4.9,3.3,1.7,0.4,Iris-setosa
3109,4.4,3.5,1.3,0.2,Iris-setosa
3110,5.1,3.3,1.5,0.3,Iris-setosa
3111,5.1,3.2,1.4,0.1,Iris-setosa
3112,4.7,4.2,1.3,0.1,Iris-setosa
3113,5.1,3.4,1.4,0.4,Iris-setosa
3114,5.2,3.2,1.4,0.2,Iris-setosa
3115,5.3,3.3,1.2,0.2,Iris-setosa
3116,4.5,4.3,1.3,0.2,Iris-setosa
3117,5.1,3.3,1.4,0.3,Iris-setosa
3118,5.5,3.7,1.7,0.1,Iris-setosa
3119,5.1,3.5,1.5,0.4,Iris-setosa
3120,4.9,3.3,1.6,0.1,Iris-setosa
3121,4.9,3.4,1.3,0.4,Iris-setosa
3122,4.6,3.4,1.5,0.4,Iris-setosa
3123,5.0,3.8,1.6,0.3,Iris-setosa
